# of elements,operation,duration (ns)
369410,Delete,959
369410,Memory,10437064
369510,Insert,1305
369510,Find,698
369510,Delete,1073
369510,Memory,10432600
369610,Insert,1318
369610,Find,589
369610,Delete,1057
369610,Memory,10432232
369710,Insert,1288
369710,Find,746
369710,Delete,1122
369710,Memory,10453816
369810,Insert,10530
369810,Find,646
369810,Delete,844
369810,Memory,10447848
369910,Insert,1254
369910,Find,680
369910,Delete,1219
369910,Memory,10448808
370010,Insert,1189
370010,Find,538
370010,Delete,1141
370010,Memory,10437256
370110,Insert,1614
370110,Find,724
370110,Delete,1082
370110,Memory,10453976
370210,Insert,1306
370210,Find,707
370210,Delete,1051
370210,Memory,10447592
370310,Insert,1424
370310,Find,788
370310,Delete,1273
370310,Memory,10459192
370410,Insert,1328
370410,Find,638
370410,Delete,1005
370410,Memory,10463560
370510,Insert,1308
370510,Find,723
370510,Delete,937
370510,Memory,10468360
370610,Insert,1544
370610,Find,644
370610,Delete,1252
370610,Memory,10461288
370710,Insert,1053
370710,Find,724
370710,Delete,1059
370710,Memory,10485672
370810,Insert,1402
370810,Find,695
370810,Delete,1036
370810,Memory,10476296
370910,Insert,1139
370910,Find,578
370910,Delete,931
370910,Memory,10475400
371010,Insert,1081
371010,Find,701
371010,Delete,925
371010,Memory,10491176
371110,Insert,2373
371110,Find,1003
371110,Delete,1291
371110,Memory,10480648
371210,Insert,1312
371210,Find,678
371210,Delete,1035
371210,Memory,10481512
371310,Insert,1133
371310,Find,714
371310,Delete,1007
371310,Memory,10494664
371410,Insert,1320
371410,Find,703
371410,Delete,988
371410,Memory,10485992
371510,Insert,1179
371510,Find,782
371510,Delete,1004
371510,Memory,10495224
371610,Insert,1309
371610,Find,670
371610,Delete,1021
371610,Memory,10494472
371710,Insert,1505
371710,Find,649
371710,Delete,982
371710,Memory,10493640
371810,Insert,1269
371810,Find,720
371810,Delete,894
371810,Memory,10511720
371910,Insert,2586
371910,Find,1070
371910,Delete,1668
371910,Memory,10516536
372010,Insert,1554
372010,Find,697
372010,Delete,948
372010,Memory,10521640
372110,Insert,1175
372110,Find,748
372110,Delete,1107
372110,Memory,10516104
372210,Insert,2102
372210,Find,912
372210,Delete,1491
372210,Memory,10510472
372310,Insert,1362
372310,Find,758
372310,Delete,1047
372310,Memory,10511368
372410,Insert,1599
372410,Find,746
372410,Delete,937
372410,Memory,10511912
372510,Insert,1945
372510,Find,1133
372510,Delete,1545
372510,Memory,10528872
372610,Insert,1943
372610,Find,1136
372610,Delete,1394
372610,Memory,10525864
372710,Insert,1595
372710,Find,682
372710,Delete,1087
372710,Memory,10532840
372810,Insert,1569
372810,Find,695
372810,Delete,956
372810,Memory,10527816
372910,Insert,1349
372910,Find,770
372910,Delete,1000
372910,Memory,10535528
373010,Insert,1197
373010,Find,737
373010,Delete,1075
373010,Memory,10544488
373110,Insert,1474
373110,Find,729
373110,Delete,1058
373110,Memory,10539624
373210,Insert,2106
373210,Find,1033
373210,Delete,1524
373210,Memory,10532136
373310,Insert,1569
373310,Find,700
373310,Delete,914
373310,Memory,10545032
373410,Insert,1456
373410,Find,630
373410,Delete,1032
373410,Memory,10550424
373510,Insert,2335
373510,Find,923
373510,Delete,1283
373510,Memory,10551144
373610,Insert,1289
373610,Find,758
373610,Delete,1080
373610,Memory,10556936
373710,Insert,1522
373710,Find,650
373710,Delete,909
373710,Memory,10557768
373810,Insert,1171
373810,Find,870
373810,Delete,1103
373810,Memory,10563400
373910,Insert,1691
373910,Find,691
373910,Delete,1030
373910,Memory,10556616
374010,Insert,1772
374010,Find,928
374010,Delete,1439
374010,Memory,10575784
374110,Insert,1428
374110,Find,606
374110,Delete,1111
374110,Memory,10567688
374210,Insert,1732
374210,Find,813
374210,Delete,1153
374210,Memory,10576296
374310,Insert,1214
374310,Find,618
374310,Delete,945
374310,Memory,10573896
374410,Insert,1311
374410,Find,713
374410,Delete,967
374410,Memory,10581288
374510,Insert,1674
374510,Find,674
374510,Delete,1015
374510,Memory,10578088
374610,Insert,1764
374610,Find,861
374610,Delete,1133
374610,Memory,10579832
374710,Insert,1582
374710,Find,958
374710,Delete,1200
374710,Memory,10578120
374810,Insert,1524
374810,Find,696
374810,Delete,1028
374810,Memory,10586152
374910,Insert,1525
374910,Find,645
374910,Delete,1027
374910,Memory,10602792
375010,Insert,1433
375010,Find,673
375010,Delete,1059
375010,Memory,10603080
375110,Insert,1553
375110,Find,778
375110,Delete,971
375110,Memory,10607368
375210,Insert,1131
375210,Find,572
375210,Delete,1180
375210,Memory,10603784
375310,Insert,1607
375310,Find,664
375310,Delete,995
375310,Memory,10593176
375410,Insert,1095
375410,Find,679
375410,Delete,1033
375410,Memory,10603720
375510,Insert,1165
375510,Find,701
375510,Delete,975
375510,Memory,10615432
375610,Insert,1294
375610,Find,696
375610,Delete,957
375610,Memory,10610280
375710,Insert,1324
375710,Find,605
375710,Delete,954
375710,Memory,10620648
375810,Insert,1437
375810,Find,683
375810,Delete,1057
375810,Memory,10610920
375910,Insert,2852
375910,Find,1192
375910,Delete,1829
375910,Memory,10620760
376010,Insert,1181
376010,Find,628
376010,Delete,1022
376010,Memory,10634760
376110,Insert,1565
376110,Find,808
376110,Delete,1370
376110,Memory,10625208
376210,Insert,1863
376210,Find,623
376210,Delete,924
376210,Memory,10628328
376310,Insert,1760
376310,Find,3204
376310,Delete,1563
376310,Memory,10628680
376410,Insert,1664
376410,Find,807
376410,Delete,847
376410,Memory,10627848
376510,Insert,1881
376510,Find,704
376510,Delete,997
376510,Memory,10631592
376610,Insert,1296
376610,Find,699
376610,Delete,1185
376610,Memory,10639208
376710,Insert,1377
376710,Find,642
376710,Delete,1154
376710,Memory,10644360
376810,Insert,1220
376810,Find,686
376810,Delete,919
376810,Memory,10639464
376910,Insert,1496
376910,Find,762
376910,Delete,926
376910,Memory,10647240
377010,Insert,1655
377010,Find,678
377010,Delete,1088
377010,Memory,10655144
377110,Insert,1733
377110,Find,977
377110,Delete,1084
377110,Memory,10659928
377210,Insert,2168
377210,Find,987
377210,Delete,1636
377210,Memory,10659656
377310,Insert,1359
377310,Find,693
377310,Delete,946
377310,Memory,10654568
377410,Insert,2282
377410,Find,1075
377410,Delete,1595
377410,Memory,10661832
377510,Insert,1704
377510,Find,729
377510,Delete,995
377510,Memory,10666504
377610,Insert,1730
377610,Find,723
377610,Delete,952
377610,Memory,10660136
377710,Insert,1286
377710,Find,675
377710,Delete,1071
377710,Memory,10672152
377810,Insert,1487
377810,Find,762
377810,Delete,846
377810,Memory,10672936
377910,Insert,1536
377910,Find,621
377910,Delete,1323
377910,Memory,10672824
378010,Insert,1343
378010,Find,720
378010,Delete,939
378010,Memory,10688232
378110,Insert,1839
378110,Find,589
378110,Delete,876
378110,Memory,10677144
378210,Insert,1336
378210,Find,614
378210,Delete,944
378210,Memory,10681768
378310,Insert,1593
378310,Find,839
378310,Delete,1428
378310,Memory,10675240
378410,Insert,2718
378410,Find,1185
378410,Delete,1720
378410,Memory,10687816
378510,Insert,1340
378510,Find,674
378510,Delete,1090
378510,Memory,10689784
378610,Insert,4070
378610,Find,665
378610,Delete,1111
378610,Memory,10689512
378710,Insert,1620
378710,Find,771
378710,Delete,1051
378710,Memory,10699080
378810,Insert,1396
378810,Find,669
378810,Delete,1016
378810,Memory,10701640
378910,Insert,1902
378910,Find,856
378910,Delete,1178
378910,Memory,10707352
379010,Insert,2132
379010,Find,971
379010,Delete,1390
379010,Memory,10715208
379110,Insert,1457
379110,Find,683
379110,Delete,1082
379110,Memory,10713320
379210,Insert,1467
379210,Find,747
379210,Delete,988
379210,Memory,10721128
379310,Insert,1610
379310,Find,710
379310,Delete,933
379310,Memory,10715800
379410,Insert,1580
379410,Find,698
379410,Delete,1093
379410,Memory,10719144
379510,Insert,2005
379510,Find,1035
379510,Delete,1729
379510,Memory,10716408
379610,Insert,1322
379610,Find,684
379610,Delete,1060
379610,Memory,10719944
379710,Insert,1457
379710,Find,704
379710,Delete,1042
379710,Memory,10722840
379810,Insert,1252
379810,Find,571
379810,Delete,1055
379810,Memory,10715336
379910,Insert,1908
379910,Find,1011
379910,Delete,1466
379910,Memory,10727672
380010,Insert,1362
380010,Find,721
380010,Delete,1036
380010,Memory,10748776
380110,Insert,1589
380110,Find,736
380110,Delete,932
380110,Memory,10734968
380210,Insert,1439
380210,Find,768
380210,Delete,1001
380210,Memory,10746696
380310,Insert,2804
380310,Find,1321
380310,Delete,1684
380310,Memory,10735896
380410,Insert,1499
380410,Find,950
380410,Delete,1086
380410,Memory,10743496
380510,Insert,1481
380510,Find,728
380510,Delete,960
380510,Memory,10749320
380610,Insert,1602
380610,Find,852
380610,Delete,1124
380610,Memory,10745272
380710,Insert,1186
380710,Find,2712
380710,Delete,1831
380710,Memory,10743848
380810,Insert,1657
380810,Find,637
380810,Delete,968
380810,Memory,10760384
380910,Insert,1639
380910,Find,759
380910,Delete,1001
380910,Memory,10758376
381010,Insert,2176
381010,Find,1158
381010,Delete,1750
381010,Memory,10762552
381110,Insert,1523
381110,Find,651
381110,Delete,1013
381110,Memory,10758504
381210,Insert,2068
381210,Find,859
381210,Delete,1350
381210,Memory,10774808
381310,Insert,1432
381310,Find,807
381310,Delete,957
381310,Memory,10774984
381410,Insert,1407
381410,Find,662
381410,Delete,1044
381410,Memory,10779000
381510,Insert,1500
381510,Find,653
381510,Delete,1082
381510,Memory,10777128
381610,Insert,1107
381610,Find,762
381610,Delete,1189
381610,Memory,10773896
381710,Insert,1493
381710,Find,648
381710,Delete,1061
381710,Memory,10781416
381810,Insert,1280
381810,Find,831
381810,Delete,1044
381810,Memory,10784552
381910,Insert,1412
381910,Find,674
381910,Delete,970
381910,Memory,10772232
382010,Insert,1430
382010,Find,670
382010,Delete,1072
382010,Memory,10791736
382110,Insert,2285
382110,Find,1237
382110,Delete,1727
382110,Memory,10787752
382210,Insert,1713
382210,Find,670
382210,Delete,940
382210,Memory,10793432
382310,Insert,2308
382310,Find,1289
382310,Delete,1809
382310,Memory,10803272
382410,Insert,2337
382410,Find,1196
382410,Delete,1561
382410,Memory,10809880
382510,Insert,1418
382510,Find,664
382510,Delete,1046
382510,Memory,10801320
382610,Insert,1401
382610,Find,650
382610,Delete,910
382610,Memory,10815208
382710,Insert,1535
382710,Find,729
382710,Delete,1111
382710,Memory,10808648
382810,Insert,1586
382810,Find,721
382810,Delete,1172
382810,Memory,10806168
382910,Insert,1262
382910,Find,631
382910,Delete,1102
382910,Memory,10809928
383010,Insert,1692
383010,Find,798
383010,Delete,949
383010,Memory,10831912
383110,Insert,1690
383110,Find,671
383110,Delete,1033
383110,Memory,10824616
383210,Insert,1917
383210,Find,976
383210,Delete,1381
383210,Memory,10822472
383310,Insert,2336
383310,Find,582
383310,Delete,1196
383310,Memory,10833960
383410,Insert,1754
383410,Find,679
383410,Delete,995
383410,Memory,10821544
383510,Insert,1879
383510,Find,1314
383510,Delete,1534
383510,Memory,10816136
383610,Insert,1501
383610,Find,675
383610,Delete,1183
383610,Memory,10843352
383710,Insert,1604
383710,Find,616
383710,Delete,1316
383710,Memory,10834792
383810,Insert,1472
383810,Find,743
383810,Delete,982
383810,Memory,10840392
383910,Insert,1575
383910,Find,795
383910,Delete,942
383910,Memory,10841752
384010,Insert,1632
384010,Find,708
384010,Delete,895
384010,Memory,10856744
384110,Insert,2607
384110,Find,1048
384110,Delete,1893
384110,Memory,10849720
384210,Insert,1401
384210,Find,624
384210,Delete,1109
384210,Memory,10858344
384310,Insert,1621
384310,Find,741
384310,Delete,951
384310,Memory,10845336
384410,Insert,1741
384410,Find,753
384410,Delete,1171
384410,Memory,10861704
384510,Insert,1840
384510,Find,766
384510,Delete,1242
384510,Memory,10863144
384610,Insert,1446
384610,Find,672
384610,Delete,859
384610,Memory,10863112
384710,Insert,2024
384710,Find,1111
384710,Delete,1525
384710,Memory,10859128
384810,Insert,1344
384810,Find,719
384810,Delete,1002
384810,Memory,10882504
384910,Insert,2121
384910,Find,1202
384910,Delete,1492
384910,Memory,10874184
385010,Insert,1842
385010,Find,666
385010,Delete,1015
385010,Memory,10868680
385110,Insert,1411
385110,Find,730
385110,Delete,949
385110,Memory,10893096
385210,Insert,1463
385210,Find,757
385210,Delete,1053
385210,Memory,10880488
385310,Insert,1633
385310,Find,739
385310,Delete,1000
385310,Memory,10885672
385410,Insert,1401
385410,Find,635
385410,Delete,1082
385410,Memory,10879976
385510,Insert,1845
385510,Find,1018
385510,Delete,1075
385510,Memory,10881720
385610,Insert,1485
385610,Find,543
385610,Delete,1048
385610,Memory,10882376
385710,Insert,1655
385710,Find,791
385710,Delete,1035
385710,Memory,10896728
385810,Insert,1231
385810,Find,584
385810,Delete,1137
385810,Memory,10906920
385910,Insert,2417
385910,Find,1043
385910,Delete,1551
385910,Memory,10884472
386010,Insert,1449
386010,Find,754
386010,Delete,1170
386010,Memory,10901992
386110,Insert,1398
386110,Find,698
386110,Delete,969
386110,Memory,10910696
386210,Insert,1823
386210,Find,683
386210,Delete,986
386210,Memory,10919944
386310,Insert,1524
386310,Find,773
386310,Delete,1325
386310,Memory,10913880
386410,Insert,1477
386410,Find,654
386410,Delete,1104
386410,Memory,10908968
386510,Insert,1016
386510,Find,589
386510,Delete,1151
386510,Memory,10917704
386610,Insert,1385
386610,Find,635
386610,Delete,913
386610,Memory,10932808
386710,Insert,1532
386710,Find,863
386710,Delete,956
386710,Memory,10923272
386810,Insert,1341
386810,Find,701
386810,Delete,1144
386810,Memory,10932040
386910,Insert,1533
386910,Find,949
386910,Delete,1948
386910,Memory,10918120
387010,Insert,1497
387010,Find,677
387010,Delete,1034
387010,Memory,10919464
387110,Insert,1384
387110,Find,636
387110,Delete,1153
387110,Memory,10944616
387210,Insert,1128
387210,Find,701
387210,Delete,914
387210,Memory,10939432
387310,Insert,1303
387310,Find,685
387310,Delete,1059
387310,Memory,10934344
387410,Insert,1492
387410,Find,685
387410,Delete,919
387410,Memory,10940424
387510,Insert,2460
387510,Find,1259
387510,Delete,2203
387510,Memory,10941640
387610,Insert,1602
387610,Find,647
387610,Delete,1114
387610,Memory,10932616
387710,Insert,2641
387710,Find,708
387710,Delete,950
387710,Memory,10960168
387810,Insert,1601
387810,Find,651
387810,Delete,1051
387810,Memory,10953736
387910,Insert,1417
387910,Find,722
387910,Delete,1022
387910,Memory,10947768
388010,Insert,1441
388010,Find,627
388010,Delete,953
388010,Memory,10949128
388110,Insert,1488
388110,Find,708
388110,Delete,915
388110,Memory,10983576
388210,Insert,1464
388210,Find,708
388210,Delete,909
388210,Memory,10953448
388310,Insert,1384
388310,Find,824
388310,Delete,1170
388310,Memory,10966392
388410,Insert,2381
388410,Find,1174
388410,Delete,1631
388410,Memory,10981800
388510,Insert,1602
388510,Find,750
388510,Delete,1048
388510,Memory,10978584
388610,Insert,2111
388610,Find,670
388610,Delete,971
388610,Memory,10976616
388710,Insert,1611
388710,Find,766
388710,Delete,971
388710,Memory,10975592
388810,Insert,1390
388810,Find,617
388810,Delete,1072
388810,Memory,10988296
388910,Insert,1064
388910,Find,649
388910,Delete,975
388910,Memory,10984520
389010,Insert,1398
389010,Find,691
389010,Delete,1029
389010,Memory,10982600
389110,Insert,1628
389110,Find,750
389110,Delete,993
389110,Memory,10989208
389210,Insert,1544
389210,Find,611
389210,Delete,1024
389210,Memory,10991656
389310,Insert,1975
389310,Find,685
389310,Delete,916
389310,Memory,10996280
389410,Insert,1248
389410,Find,672
389410,Delete,1103
389410,Memory,11007080
389510,Insert,1372
389510,Find,740
389510,Delete,1192
389510,Memory,10999464
389610,Insert,1481
389610,Find,769
389610,Delete,890
389610,Memory,11005096
389710,Insert,1629
389710,Find,718
389710,Delete,890
389710,Memory,11011720
389810,Insert,1586
389810,Find,759
389810,Delete,996
389810,Memory,11022792
389910,Insert,1323
389910,Find,711
389910,Delete,1046
389910,Memory,11017944
390010,Insert,1674
390010,Find,1040
390010,Delete,1444
390010,Memory,11015944
390110,Insert,1841
390110,Find,1088
390110,Delete,1467
390110,Memory,11014408
390210,Insert,1620
390210,Find,839
390210,Delete,1121
390210,Memory,11028296
390310,Insert,1814
390310,Find,762
390310,Delete,1043
390310,Memory,11021704
390410,Insert,1917
390410,Find,1077
390410,Delete,1417
390410,Memory,11035496
390510,Insert,1290
390510,Find,694
390510,Delete,1053
390510,Memory,11035720
390610,Insert,1754
390610,Find,860
390610,Delete,1149
390610,Memory,11027368
390710,Insert,1681
390710,Find,748
390710,Delete,948
390710,Memory,11029832
390810,Insert,1595
390810,Find,703
390810,Delete,958
390810,Memory,11036488
390910,Insert,2183
390910,Find,833
390910,Delete,1003
390910,Memory,11045624
391010,Insert,1412
391010,Find,672
391010,Delete,1038
391010,Memory,11036168
391110,Insert,1609
391110,Find,749
391110,Delete,936
391110,Memory,11044280
391210,Insert,1517
391210,Find,610
391210,Delete,920
391210,Memory,11048936
391310,Insert,1239
391310,Find,744
391310,Delete,1138
391310,Memory,11054616
391410,Insert,1593
391410,Find,835
391410,Delete,1814
391410,Memory,11055176
391510,Insert,1515
391510,Find,798
391510,Delete,1075
391510,Memory,11057112
391610,Insert,1386
391610,Find,668
391610,Delete,1121
391610,Memory,11057160
391710,Insert,1218
391710,Find,642
391710,Delete,1232
391710,Memory,11058616
391810,Insert,1366
391810,Find,641
391810,Delete,997
391810,Memory,11067464
391910,Insert,2105
391910,Find,848
391910,Delete,1095
391910,Memory,11073448
392010,Insert,1506
392010,Find,744
392010,Delete,1031
392010,Memory,11076584
392110,Insert,1452
392110,Find,802
392110,Delete,977
392110,Memory,11073608
392210,Insert,1442
392210,Find,672
392210,Delete,974
392210,Memory,11081032
392310,Insert,1784
392310,Find,865
392310,Delete,959
392310,Memory,11078104
392410,Insert,1429
392410,Find,640
392410,Delete,972
392410,Memory,11086056
392510,Insert,1485
392510,Find,771
392510,Delete,884
392510,Memory,11088072
392610,Insert,1099
392610,Find,550
392610,Delete,1272
392610,Memory,11100776
392710,Insert,1210
392710,Find,705
392710,Delete,1068
392710,Memory,11085352
392810,Insert,1636
392810,Find,818
392810,Delete,957
392810,Memory,11090088
392910,Insert,1535
392910,Find,684
392910,Delete,1078
392910,Memory,11093256
393010,Insert,1696
393010,Find,790
393010,Delete,980
393010,Memory,11100360
393110,Insert,1465
393110,Find,627
393110,Delete,850
393110,Memory,11109560
393210,Insert,2767
393210,Find,1255
393210,Delete,1850
393210,Memory,11098280
393310,Insert,2303
393310,Find,1450
393310,Delete,1731
393310,Memory,11109144
393410,Insert,1362
393410,Find,665
393410,Delete,896
393410,Memory,11127688
393510,Insert,1188
393510,Find,751
393510,Delete,1037
393510,Memory,11116952
393610,Insert,1254
393610,Find,678
393610,Delete,915
393610,Memory,11122888
393710,Insert,1523
393710,Find,696
393710,Delete,904
393710,Memory,11124376
393810,Insert,1602
393810,Find,695
393810,Delete,1372
393810,Memory,11111880
393910,Insert,2458
393910,Find,1545
393910,Delete,1884
393910,Memory,11134600
394010,Insert,1479
394010,Find,725
394010,Delete,913
394010,Memory,11133288
394110,Insert,1670
394110,Find,947
394110,Delete,1207
394110,Memory,11133688
394210,Insert,1630
394210,Find,840
394210,Delete,953
394210,Memory,11122952
394310,Insert,2089
394310,Find,1118
394310,Delete,1524
394310,Memory,11141272
394410,Insert,1442
394410,Find,609
394410,Delete,1017
394410,Memory,11140968
394510,Insert,1348
394510,Find,706
394510,Delete,984
394510,Memory,11145624
394610,Insert,1335
394610,Find,668
394610,Delete,976
394610,Memory,11146760
394710,Insert,1645
394710,Find,768
394710,Delete,1030
394710,Memory,11149672
394810,Insert,1210
394810,Find,576
394810,Delete,1211
394810,Memory,11155240
394910,Insert,1632
394910,Find,717
394910,Delete,1145
394910,Memory,11157576
395010,Insert,3054
395010,Find,1045
395010,Delete,1860
395010,Memory,11161480
395110,Insert,1204
395110,Find,662
395110,Delete,1064
395110,Memory,11150760
395210,Insert,2144
395210,Find,1133
395210,Delete,1435
395210,Memory,11157704
395310,Insert,1680
395310,Find,762
395310,Delete,1205
395310,Memory,11182120
395410,Insert,1697
395410,Find,742
395410,Delete,928
395410,Memory,11182344
395510,Insert,1426
395510,Find,582
395510,Delete,1000
395510,Memory,11170120
395610,Insert,1640
395610,Find,767
395610,Delete,1319
395610,Memory,11174536
395710,Insert,1442
395710,Find,725
395710,Delete,1078
395710,Memory,11182120
395810,Insert,1512
395810,Find,780
395810,Delete,1137
395810,Memory,11167992
395910,Insert,1373
395910,Find,688
395910,Delete,908
395910,Memory,11183944
396010,Insert,1505
396010,Find,782
396010,Delete,1051
396010,Memory,11185768
396110,Insert,1744
396110,Find,718
396110,Delete,872
396110,Memory,11187240
396210,Insert,1365
396210,Find,808
396210,Delete,1114
396210,Memory,11193560
396310,Insert,1304
396310,Find,740
396310,Delete,944
396310,Memory,11198184
396410,Insert,1298
396410,Find,753
396410,Delete,963
396410,Memory,11198920
396510,Insert,1431
396510,Find,719
396510,Delete,989
396510,Memory,11199560
396610,Insert,1384
396610,Find,738
396610,Delete,1160
396610,Memory,11207160
396710,Insert,1476
396710,Find,678
396710,Delete,959
396710,Memory,11204360
396810,Insert,1447
396810,Find,658
396810,Delete,1172
396810,Memory,11201528
396910,Insert,1776
396910,Find,707
396910,Delete,1137
396910,Memory,11210888
397010,Insert,1329
397010,Find,794
397010,Delete,962
397010,Memory,11211768
397110,Insert,1607
397110,Find,775
397110,Delete,931
397110,Memory,11235720
397210,Insert,1362
397210,Find,709
397210,Delete,977
397210,Memory,11225304
397310,Insert,1547
397310,Find,690
397310,Delete,1060
397310,Memory,11221896
397410,Insert,1822
397410,Find,645
397410,Delete,1052
397410,Memory,11230520
397510,Insert,1638
397510,Find,629
397510,Delete,985
397510,Memory,11219208
397610,Insert,1466
397610,Find,693
397610,Delete,974
397610,Memory,11237832
397710,Insert,2733
397710,Find,1271
397710,Delete,1537
397710,Memory,11234696
397810,Insert,1733
397810,Find,794
397810,Delete,1010
397810,Memory,11238680
397910,Insert,1189
397910,Find,769
397910,Delete,1041
397910,Memory,11241384
398010,Insert,1361
398010,Find,703
398010,Delete,1134
398010,Memory,11228536
398110,Insert,1212
398110,Find,701
398110,Delete,1019
398110,Memory,11240616
398210,Insert,1531
398210,Find,757
398210,Delete,910
398210,Memory,11236856
398310,Insert,2094
398310,Find,665
398310,Delete,1041
398310,Memory,11247656
398410,Insert,2807
398410,Find,860
398410,Delete,1046
398410,Memory,11262632
398510,Insert,1455
398510,Find,671
398510,Delete,1054
398510,Memory,11261928
398610,Insert,2052
398610,Find,758
398610,Delete,905
398610,Memory,11271624
398710,Insert,2242
398710,Find,630
398710,Delete,1190
398710,Memory,11268584
398810,Insert,1305
398810,Find,746
398810,Delete,1057
398810,Memory,11264888
398910,Insert,1408
398910,Find,654
398910,Delete,1039
398910,Memory,11264648
399010,Insert,1372
399010,Find,685
399010,Delete,1009
399010,Memory,11272296
399110,Insert,1487
399110,Find,702
399110,Delete,1036
399110,Memory,11271976
399210,Insert,1422
399210,Find,691
399210,Delete,989
399210,Memory,11281688
399310,Insert,2164
399310,Find,962
399310,Delete,1353
399310,Memory,11266152
399410,Insert,1137
399410,Find,654
399410,Delete,1053
399410,Memory,11284072
399510,Insert,1356
399510,Find,591
399510,Delete,1165
399510,Memory,11289128
399610,Insert,1629
399610,Find,655
399610,Delete,1064
399610,Memory,11282904
399710,Insert,1594
399710,Find,761
399710,Delete,1027
399710,Memory,11280456
399810,Insert,1539
399810,Find,750
399810,Delete,1195
399810,Memory,11293896
399910,Insert,1490
399910,Find,657
399910,Delete,888
399910,Memory,11293096
400010,Insert,1421
400010,Find,701
400010,Delete,929
400010,Memory,11304792
400110,Insert,1335
400110,Find,611
400110,Delete,1061
400110,Memory,11302216
400210,Insert,1344
400210,Find,593
400210,Delete,1193
400210,Memory,11300440
400310,Insert,1600
400310,Find,644
400310,Delete,933
400310,Memory,11306952
400410,Insert,1552
400410,Find,754
400410,Delete,1134
400410,Memory,11314728
400510,Insert,1755
400510,Find,826
400510,Delete,1081
400510,Memory,11317320
400610,Insert,1123
400610,Find,688
400610,Delete,1020
400610,Memory,11325304
400710,Insert,1514
400710,Find,650
400710,Delete,1068
400710,Memory,11326248
400810,Insert,1138
400810,Find,721
400810,Delete,1189
400810,Memory,11316440
400910,Insert,1423
400910,Find,633
400910,Delete,967
400910,Memory,11320456
401010,Insert,1226
401010,Find,816
401010,Delete,1006
401010,Memory,11322808
401110,Insert,1371
401110,Find,653
401110,Delete,1164
401110,Memory,11329352
401210,Insert,1299
401210,Find,847
401210,Delete,1195
401210,Memory,11335112
401310,Insert,2268
401310,Find,1075
401310,Delete,1407
401310,Memory,11327144
401410,Insert,1542
401410,Find,900
401410,Delete,1064
401410,Memory,11341032
401510,Insert,1694
401510,Find,683
401510,Delete,1127
401510,Memory,11349480
401610,Insert,1531
401610,Find,711
401610,Delete,881
401610,Memory,11340344
401710,Insert,1163
401710,Find,672
401710,Delete,1192
401710,Memory,11346696
401810,Insert,1320
401810,Find,706
401810,Delete,1080
401810,Memory,11352088
401910,Insert,1559
401910,Find,730
401910,Delete,1074
401910,Memory,11362056
402010,Insert,1340
402010,Find,725
402010,Delete,1051
402010,Memory,11352648
402110,Insert,1392
402110,Find,671
402110,Delete,1039
402110,Memory,11355272
402210,Insert,1352
402210,Find,739
402210,Delete,929
402210,Memory,11360744
402310,Insert,1235
402310,Find,631
402310,Delete,1160
402310,Memory,11351080
402410,Insert,1654
402410,Find,810
402410,Delete,941
402410,Memory,11360248
402510,Insert,1534
402510,Find,759
402510,Delete,1388
402510,Memory,11379112
402610,Insert,1301
402610,Find,735
402610,Delete,1207
402610,Memory,11369912
402710,Insert,1380
402710,Find,724
402710,Delete,1014
402710,Memory,11371048
402810,Insert,1594
402810,Find,642
402810,Delete,1400
402810,Memory,11386936
402910,Insert,1251
402910,Find,626
402910,Delete,1046
402910,Memory,11386056
403010,Insert,1752
403010,Find,776
403010,Delete,996
403010,Memory,11374440
403110,Insert,1633
403110,Find,744
403110,Delete,1111
403110,Memory,11379912
403210,Insert,1454
403210,Find,676
403210,Delete,877
403210,Memory,11396872
403310,Insert,2135
403310,Find,766
403310,Delete,1212
403310,Memory,11381032
403410,Insert,1548
403410,Find,694
403410,Delete,1080
403410,Memory,11391736
403510,Insert,1569
403510,Find,606
403510,Delete,917
403510,Memory,11398664
403610,Insert,1636
403610,Find,636
403610,Delete,1070
403610,Memory,11408904
403710,Insert,1885
403710,Find,675
403710,Delete,955
403710,Memory,11414760
403810,Insert,1697
403810,Find,640
403810,Delete,956
403810,Memory,11411368
403910,Insert,1524
403910,Find,619
403910,Delete,1103
403910,Memory,11405192
404010,Insert,1396
404010,Find,3520
404010,Delete,1756
404010,Memory,11409032
404110,Insert,1895
404110,Find,938
404110,Delete,1443
404110,Memory,11425704
404210,Insert,1267
404210,Find,670
404210,Delete,922
404210,Memory,11410360
404310,Insert,1243
404310,Find,667
404310,Delete,1289
404310,Memory,11409160
404410,Insert,1750
404410,Find,694
404410,Delete,1015
404410,Memory,11415048
404510,Insert,1676
404510,Find,847
404510,Delete,1247
404510,Memory,11428360
404610,Insert,1603
404610,Find,683
404610,Delete,890
404610,Memory,11426296
404710,Insert,1326
404710,Find,683
404710,Delete,978
404710,Memory,11433256
404810,Insert,1797
404810,Find,731
404810,Delete,966
404810,Memory,11436104
404910,Insert,1591
404910,Find,689
404910,Delete,849
404910,Memory,11445544
405010,Insert,1610
405010,Find,786
405010,Delete,1034
405010,Memory,11445496
405110,Insert,1977
405110,Find,912
405110,Delete,1774
405110,Memory,11440936
405210,Insert,1309
405210,Find,683
405210,Delete,980
405210,Memory,11443784
405310,Insert,1433
405310,Find,603
405310,Delete,1084
405310,Memory,11438312
405410,Insert,1371
405410,Find,666
405410,Delete,966
405410,Memory,11449000
